EventNumber,ParticipantID,ClipNumber,Speed,BrakingIntensity,MergingDistance,PerceivedRiskRating
1,772,4,80,-2,5,4
1,773,4,80,-2,5,5
1,782,4,80,-2,5,4
1,784,4,80,-2,5,7
1,809,4,80,-2,5,5
1,811,4,80,-2,5,2
1,820,4,80,-2,5,6
1,823,4,80,-2,5,5
1,832,4,80,-2,5,2
1,835,4,80,-2,5,10
1,848,4,80,-2,5,5
1,851,4,80,-2,5,6
1,855,4,80,-2,5,3
1,862,4,80,-2,5,3
1,863,4,80,-2,5,6
1,885,4,80,-2,5,5
1,889,4,80,-2,5,6
1,893,4,80,-2,5,4
1,901,4,80,-2,5,3
1,908,4,80,-2,5,1
1,913,4,80,-2,5,3
1,930,4,80,-2,5,2
1,935,4,80,-2,5,2
1,943,4,80,-2,5,2
1,955,4,80,-2,5,3
1,971,4,80,-2,5,2
1,977,4,80,-2,5,8
1,988,4,80,-2,5,9
1,990,4,80,-2,5,8
1,1007,4,80,-2,5,2
1,1021,4,80,-2,5,8
1,1023,4,80,-2,5,2
1,1028,4,80,-2,5,7
